fileName;size;time;isSortingEnabled;orderingType;nThreads;;;;;;;
/home/XYZ/Documents/GitHub/KALI/./examples/MCA_3.ctw;70;52;false;IN_ORDER_SIZE_DESC;32;;;;;;;
/home/XYZ/Documents/GitHub/KALI/./examples/MCA_3.ctw;70;57;false;IN_ORDER_SIZE_DESC;32;;;;;;;
/home/XYZ/Documents/GitHub/KALI/./examples/MCA_3.ctw;73;55;false;IN_ORDER_SIZE_DESC;32;;;;;;;
/home/XYZ/Documents/GitHub/KALI/./examples/MCA_3.ctw;71;58;true;IN_ORDER_SIZE_DESC;32;;;;;;;
/home/XYZ/Documents/GitHub/KALI/./examples/MCA_3.ctw;70;56;true;IN_ORDER_SIZE_DESC;32;;;;;;;
/home/XYZ/Documents/GitHub/KALI/./examples/MCA_3.ctw;67;55;true;IN_ORDER_SIZE_DESC;32;;;;;;;
/home/XYZ/Documents/GitHub/KALI/./examples/MCA_3.ctw;67;56;true;IN_ORDER_SIZE_DESC;32;;;;;;;
/home/XYZ/Documents/GitHub/KALI/./examples/MCA_3.ctw;70;58;true;IN_ORDER_SIZE_DESC;32;;;;;;;
/home/XYZ/Documents/GitHub/KALI/./examples/MCA_3.ctw;69;54;true;IN_ORDER_SIZE_DESC;32;;;;;;;
/home/XYZ/Documents/GitHub/KALI/./examples/MCA_3.ctw;68;57;true;IN_ORDER_SIZE_DESC;32;;;;;;;
/home/XYZ/Documents/GitHub/KALI/./examples/MCA_3.ctw;73;59;true;IN_ORDER_SIZE_DESC;32;;;;;;;
/home/XYZ/Documents/GitHub/KALI/./examples/MCA_3.ctw;70;60;true;IN_ORDER_SIZE_DESC;32;;;;;;;
/home/XYZ/Documents/GitHub/KALI/./examples/MCA_3.ctw;70;59;true;IN_ORDER_SIZE_DESC;32;;;;;;;
/home/XYZ/Documents/GitHub/KALI/./examples/MCA_3.ctw;68;50;false;IN_ORDER_SIZE_ASC;32;;;;;;;
